Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
1006,Collander Erik Gustaf,1884,1912,27,27,Male,,Passenger,2nd Class,,248740,,Southampton,
1007,Collett Sidney Clarence Stuart,1887,1941,25,53,Male,Single,Passenger,2nd Class,,28034,,Southampton,New York City
1008,Colley Edward Pomeroy,1875,1912,37,37,Male,Single,Passenger,1st Class,,5727,E58,Southampton,
1009,Collins John,1874,1950,38,76,Male,Married,Crew,Engine,,,,Southampton,New York City
1010,Collins John,1894,1941,17,46,Male,Single,Crew,Victualling,,,,Southampton,New York City
1011,Collyer Charlotte Caroline,1881,1916,30,35,Female,Married,Passenger,2nd Class,,31921,,Southampton,New York City
1012,Collyer Harvey,1880,1912,31,31,Male,Married,Passenger,2nd Class,,31921,,Southampton,
1013,Collyer Marjorie Lottie,1904,1965,8,61,Female,,Passenger,2nd Class,,31921,,Southampton,New York City
1014,Combes George,1877,1916,34,38,Male,Married,Crew,Engine,,,,Southampton,New York City
1015,Compton Alexander Taylor jr,1874,1912,37,37,Male,,Passenger,1st Class,,17756,E52,Cherbourg,
1016,Compton Mary Eliza,1847,1930,64,83,Female,Widowed,Passenger,1st Class,,17756,E45,Cherbourg,New York City
1017,Compton Sara Rebecca,1872,1952,39,80,Female,Single,Passenger,1st Class,,17756,E49,Cherbourg,New York City
1018,Conlin Thomas Henry,1880,1912,30,30,Male,Engaged,Passenger,3rd Class,,21332,,Queenstown,
1019,Connaughton Michael,1872,1912,40,40,Male,Single,Passenger,3rd Class,,335097,,Queenstown,
1020,Connolly Catherine,1888,1948,23,60,Female,Single,Passenger,3rd Class,,370373,,Queenstown,New York City
1021,Connolly Kate,1870,1912,41,41,Female,Single,Passenger,3rd Class,,330972,,Queenstown,
1022,Connor James,1866,,46,,Male,,Crew,Engine,,,,Belfast,Southampton
1023,Connor Thomas,1873,,39,,Male,,Crew,Engine,,,,Belfast,Southampton
1024,Connors Patrick,1846,1912,66,66,Male,Widowed,Passenger,3rd Class,,370369,,Queenstown,
1025,Conway Percy Walter,1887,1912,25,25,Male,Single,Crew,Victualling,,,,Belfast,
1026,Cook Gilbert William,1880,1912,32,32,Male,Single,Crew,Victualling,,,,Southampton,
1027,Cook Jacob,1869,1912,43,43,Male,,Passenger,3rd Class,,3536,,Southampton,
1028,Cook Selena,1890,1964,22,74,Female,Married,Passenger,2nd Class,,14266,F33,Southampton,New York City
1029,Coombs Charles Augustus,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,
1030,Cooper H.,1886,1912,25,25,Male,Single,Crew,Engine,,,,Southampton,
1031,Cooper James Edward,1886,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,
1032,Copperthwaite Albert Harry,1883,1912,28,28,Male,Married,Crew,Engine,,,,Southampton,
1033,Corben Ernest Theodore,1885,1912,27,27,Male,Married,Crew,Victualling,,,,Southampton,
1034,Corbett Irene,1881,1912,30,30,Female,Married,Passenger,2nd Class,,237249,,Southampton,
1035,Corcoran Dennis,1879,1912,33,33,Male,,Crew,Engine,,,,Southampton,
1036,Corey Mary Emma,1879,1912,32,32,Female,Married,Passenger,2nd Class,,13534,,Southampton,
1037,Cornaire Marcel Raymond AndrÈ,1892,1912,19,19,Male,,Crew,A la Carte,,,,Southampton,
1038,Cornblatt Harris,1882,1912,30,30,Male,Married,Passenger,3rd Class,,SOTON/OQ 392090,,Southampton,
1039,Cornell Malvina Helen,1856,1941,55,84,Female,Married,Passenger,1st Class,,11770,C101,Southampton,New York City
1040,Corr Ellen,1895,1980,16,84,Female,Single,Passenger,3rd Class,,367231,,Queenstown,New York City
1041,Cosgrove John,1893,,19,,Male,Single,Crew,Engine,,,,Belfast,Southampton
1042,Cosgrove William James Gilligan,1888,1962,24,74,Male,Married,Crew,Engine,,,,Belfast,Southampton
1043,Cotterill Henry,1891,1912,21,21,Male,Single,Passenger,2nd Class,,29107,,Southampton,
1044,Couch Frank,1884,1912,27,27,Male,Single,Crew,Deck,,,,Southampton,
1045,Couch Joseph Henry,1862,1912,49,49,Male,,Crew,Engine,,,,Southampton,
1046,Couper Robert Frederick William,1882,1941,30,59,Male,Married,Crew,Engine,,,,Southampton,New York City
1047,Coutin Auguste Louis,1884,1912,28,28,Male,Widowed,Crew,A la Carte,,,,Southampton,
1048,Coutts Minnie,1876,1960,36,84,Female,Married,Passenger,3rd Class,,37671,,Southampton,New York City
1049,Coutts Neville Leslie,1908,1977,3,68,Male,,Passenger,3rd Class,,37671,,Southampton,New York City
1050,Coutts William Loch,1902,1957,9,55,Male,,Passenger,3rd Class,,37671,,Southampton,New York City
1051,Cox William Denton,1882,1912,30,30,Male,Single,Crew,Victualling,,,,Southampton,
1052,Coxon Daniel,1853,1912,58,58,Male,Single,Passenger,3rd Class,,364500,,Southampton,
1053,Coy Francis Ernest George,1885,1912,27,27,Male,Married,Crew,Engine,,,,Belfast,
1054,Crabb Henry James,1889,1912,23,23,Male,Single,Crew,Engine,,,,Southampton,
1055,Crafter Frederick Horace,1891,1960,20,68,Male,Single,Crew,Victualling,,,,Southampton,New York City
1056,Crafton John Bertram,1853,1912,58,58,Male,Married,Passenger,1st Class,,113791,,Southampton,
1057,Craig David,1879,,33,,Male,,Crew,Engine,,,,Belfast,Southampton
1058,Craig John,1883,,29,,Male,,Crew,Engine,,,,Belfast,Southampton
1059,Crawford Alfred George,1869,1938,43,68,Male,Married,Crew,Victualling,,,,Belfast,New York City
1060,Crease Ernest James,1892,1912,20,20,Male,,Passenger,3rd Class,,3464,,Southampton,
1061,Creese Henry Philip,1867,1912,45,45,Male,Married,Crew,Engine,,,,Belfast,
1062,Cribb John Hatfield,1868,1912,43,43,Male,Married,Passenger,3rd Class,,371362,,Southampton,
1063,Cribb Laura May,1895,1974,16,78,Female,Single,Passenger,3rd Class,,371362,,Southampton,New York City
1064,Crimmins James,1891,1956,21,64,Male,Single,Crew,Engine,,,,Southampton,New York City
1065,Crisp Albert Hector,1872,1912,39,39,Male,Married,Crew,Victualling,,,,Belfast,
1066,Crispin William,1878,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,
1067,Crosbie John Borthwick,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,
1068,Crosby Catherine Elizabeth,1847,1920,64,72,Female,Married,Passenger,1st Class,,5735,B22,Southampton,New York City
1069,Crosby Edward Gifford,1842,1912,70,70,Male,Married,Passenger,1st Class,,5735,B22,Southampton,
1070,Crosby Harriette Rebecca,1872,1941,39,68,Female,Single,Passenger,1st Class,,112901,B26,Southampton,New York City
1071,Croskery Thomas,1871,1950,40,78,Male,Single,Crew,Engine,,,,Belfast,Southampton
1072,Cross William Alfred,1868,1912,44,44,Male,Married,Crew,Engine,,,,Southampton,
1073,Crossley John,1878,1941,33,63,Male,Married,Crew,Engine,,,,Belfast,Southampton
1074,Croughane Michael,1867,,45,,Male,,Crew,Engine,,,,Belfast,Southampton
1075,Crovella Paolo Luigi,1895,1912,16,16,Male,Single,Crew,A la Carte,,,,Southampton,
1076,Crow George Frederick,1886,1960,26,73,Male,Married,Crew,Victualling,,,,Southampton,New York City
1077,Crumplin Charles George Chandler,1877,1912,35,35,Male,Married,Crew,Victualling,,,,Belfast,
1078,Cullen Charles James,1863,1939,49,75,Male,Married,Crew,Victualling,,,,Belfast,New York City
1079,Cullen John,1869,,43,,Male,,Crew,Engine,,,,Belfast,Southampton
1080,Cullen Patrick,1876,,36,,Male,,Crew,Engine,,,,Belfast,Southampton
1081,Cumings Florence Briggs,1876,1949,35,72,Female,Married,Passenger,1st Class,,17599,C85,Cherbourg,New York City
1082,Cumings John Bradley,1872,1912,39,39,Male,,Passenger,1st Class,,17599,C85,Cherbourg,
1083,Cunningham Andrew Orr,1873,1932,38,59,Male,Married,Crew,Victualling,,,,Belfast,New York City
1084,Cunningham Bernard,1877,1912,35,35,Male,Married,Crew,Engine,,,,Southampton,
1085,Curran Thomas,1871,,41,,Male,,Crew,Engine,,,,Belfast,Southampton
1086,Curtis Arthur,1885,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,
1087,Dahl Charles Edward,1866,1933,45,66,Male,Single,Passenger,3rd Class,,7598,,Southampton,New York City
1088,Dahlberg Gerda Ulrika,1890,1912,22,22,Female,Single,Passenger,3rd Class,,7552,,Southampton,
1089,Daki? Branko,1893,1912,19,19,Male,,Passenger,3rd Class,,349228,,Southampton,
1090,Daly Eugene Patrick,1883,1965,29,82,Male,Single,Passenger,3rd Class,,382651,,Queenstown,New York City
1091,Daly Margaret,1878,1939,33,60,Female,Single,Passenger,3rd Class,,382650,,Queenstown,New York City
1092,Daly Peter Dennis,1860,1932,51,72,Male,Married,Passenger,1st Class,,113055,E17,Southampton,New York City
1093,Danbom Anna Sigrid Maria,1884,1912,28,28,Female,Married,Passenger,3rd Class,,347080,,Southampton,
1094,Danbom Ernst Gilbert,1877,1912,34,34,Male,,Passenger,3rd Class,,347080,,Southampton,
1095,Danbom Gilbert Sigvard Emanuel,1911,1912,0,0,Male,,Passenger,3rd Class,,347080,,Southampton,
1096,Daniel Robert Williams,1884,1940,27,56,Male,Single,Passenger,1st Class,,113804,,Southampton,New York City
1097,Daniels Sidney Edward,1893,1983,18,89,Male,,Crew,Victualling,,,,Southampton,New York City
1098,Dashwood William George,1894,1912,18,18,Male,Single,Crew,Victualling,,,,Southampton,
1099,Davidson Orian,1884,1979,27,94,Female,Married,Passenger,1st Class,,12750,B71,Cherbourg,New York City
1100,Davidson Thornton,1880,1912,31,31,Male,,Passenger,1st Class,,12750,B71,Cherbourg,
1101,Davies Agnes,1863,1933,48,69,Female,Widowed,Passenger,2nd Class,,33112,,Southampton,New York City
1102,Davies Alfred James,1888,1912,24,24,Male,Married,Passenger,3rd Class,,48871,,Southampton,
1103,Davies Charles Henry,1893,1912,19,19,Male,,Passenger,2nd Class,,14879,,Southampton,
1104,Davies Evan Lewis,1890,1912,22,22,Male,Single,Passenger,3rd Class,,23568,,Southampton,
1105,Davies Gordon Raleigh,1879,1912,32,32,Male,Married,Crew,Victualling,,,,Belfast,
1106,Davies John,1890,1912,22,22,Male,,Passenger,3rd Class,,48871,,Southampton,
1107,Davies John Morgan jr,1903,1951,8,48,Male,,Passenger,2nd Class,,33112,,Southampton,New York City
1108,Davies Joseph,1895,1912,17,17,Male,Single,Passenger,3rd Class,,48873,,Southampton,
1109,Davies Robert J.,1886,1912,26,26,Male,,Crew,Victualling,,,,Belfast,
1110,Davies Thomas,1879,1912,33,33,Male,Married,Crew,Engine,,,,Southampton,
1111,Davis John,1884,1912,27,27,Male,Married,Crew,Victualling,,,,Belfast,
1112,Davis Mary Ann Charlotte,1883,1987,28,104,Female,Single,Passenger,2nd Class,,237668,,Southampton,New York City
1113,Davis Stephen James,1873,1912,39,39,Male,Married,Crew,Deck,,,,Southampton,
1114,Davison Mary Elizabeth,1878,1939,34,61,Female,Married,Passenger,3rd Class,,386525,,Southampton,New York City
1115,Davison Thomas Henry,1880,1912,32,32,Male,Married,Passenger,3rd Class,,386525,,Southampton,
1116,Dawson Joseph,1888,1912,23,23,Male,Single,Crew,Engine,,,,Southampton,
1117,De Marsico Govanni,1892,1912,20,20,Male,,Crew,A la Carte,,,,Southampton,
1118,De Messemaeker Anna,1875,1918,36,42,Female,Married,Passenger,3rd Class,,345572,,Southampton,New York City
1119,De Messemaeker Guillaume Joseph,1875,1955,36,79,Male,Married,Passenger,3rd Class,,345572,,Southampton,New York City
1120,De Mulder Theodoor,1881,1954,30,72,Male,,Passenger,3rd Class,,345774,,Southampton,New York City
1121,De Pelsmaeker Alfons,1895,1912,16,16,Male,,Passenger,3rd Class,,345778,,Southampton,
1122,Deacon Percy William,1894,1912,17,17,Male,Single,Passenger,2nd Class,,14879,,Southampton,
1123,Dean Bertram Frank,1886,1912,25,25,Male,Married,Passenger,3rd Class,,2315,,Southampton,
1124,Dean Bertram Vere,1910,1992,1,81,Male,,Passenger,3rd Class,,2315,,Southampton,New York City
1125,Dean Eliza Gladys Millvina,1912,2009,0,97,Female,,Passenger,3rd Class,,2315,,Southampton,New York City
1126,Dean Eva Georgetta,1879,1975,32,96,Female,Married,Passenger,3rd Class,,2315,,Southampton,New York City
1127,Dean George Fox Hopkins,1892,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
1128,Debreucq Maurice Emile Victor,1894,1912,18,18,Male,Single,Crew,A la Carte,,,,Southampton,
1129,Decker Charles,1865,1955,47,90,Male,Married,Crew,Engine,,,,Belfast,Southampton
1130,Deeble Alfred Arnold,1877,1912,34,34,Male,Single,Crew,Victualling,,,,Belfast,
1131,Del Carlo Argene,1887,1970,24,82,Female,Married,Passenger,2nd Class,,2167,,Cherbourg,New York City
1132,Del Carlo Sebastiano,1883,1912,29,29,Male,Married,Passenger,2nd Class,,2167,,Cherbourg,
1133,Delali? Redûo,1887,1912,25,25,Male,Married,Passenger,3rd Class,,349250,,Southampton,
1134,Denbuoy Albert Joseph,1886,1912,25,25,Male,Single,Passenger,2nd Class,,31029,,Southampton,
1135,Denkov Mityu,1882,1912,30,30,Male,,Passenger,3rd Class,,349225,,Southampton,
1136,Denmigan Charles,1870,,42,,Male,,Crew,Deck,,,,Belfast,Southampton
1137,Dennis Samuel,1889,1912,22,22,Male,,Passenger,3rd Class,,21172,,Southampton,
1138,Dennis William,1886,1912,26,26,Male,,Passenger,3rd Class,,21175,,Southampton,
1139,Denov Yoto,1885,1912,27,27,Male,,Passenger,3rd Class,,349219,,Southampton,
1140,Denver John,1877,,34,,Male,Married,Crew,Engine,,,,Belfast,Southampton
1141,Derrett Arthur Henry,1883,1912,28,28,Male,Single,Crew,Victualling,,,,Belfast,
1142,Deslandes Percival Stainer,1874,1912,38,38,Male,Married,Crew,Victualling,,,,Southampton,
1143,Desvernine Louis Gabriel,1891,1912,20,20,Male,,Crew,A la Carte,,,,Southampton,
1144,Devaney Margaret Bedelia,1891,1974,20,83,Female,Single,Passenger,3rd Class,,330958,,Queenstown,New York City
1145,Diaper John Joseph,1885,1955,27,70,Male,Married,Crew,Engine,,,,Southampton,New York City
1146,Dibden William,1893,1912,18,18,Male,,Passenger,2nd Class,,14879,,Southampton,
1147,Dick Albert Adrian,1880,1970,31,89,Male,Married,Passenger,1st Class,,17474,B20,Southampton,New York City
1148,Dick Vera,1894,1973,17,79,Female,Married,Passenger,1st Class,,17474,B20,Southampton,New York City
1149,Dika Mirko,1895,1912,17,17,Male,Single,Passenger,3rd Class,,349232,,Southampton,
1150,Dillon Thomas Patrick,1879,1939,33,59,Male,Single,Crew,Engine,,,,Southampton,New York City
1151,Dimi? Jovan,1870,1912,42,42,Male,Married,Passenger,3rd Class,,315088,,Southampton,
1152,Dinchev Vulcho,1869,1912,43,43,Male,,Passenger,3rd Class,,349226,,Southampton,
1153,Dinenage James Richard,1863,1912,49,49,Male,Married,Crew,Victualling,,,,Southampton,
1154,Dodd Edward Charles,1873,1912,39,39,Male,Single,Crew,Engine,,,,Belfast,
1155,Dodd George Charles,1867,1912,44,44,Male,Married,Crew,Victualling,,,,Belfast,
1156,Dodge Ruth,1874,1950,38,76,Female,Married,Passenger,1st Class,,33638,A34,Southampton,New York City
1157,Dodge Washington,1859,1919,52,60,Male,Married,Passenger,1st Class,,33638,A34,Southampton,New York City
1158,Dodge Washington,1907,1974,4,67,Male,,Passenger,1st Class,,33638,A34,Southampton,New York City
1159,Doel Frederick,1889,1940,22,50,Male,Single,Crew,Engine,,,,Southampton,New York City
1160,Doherty William John,1889,1912,22,22,Male,,Passenger,3rd Class,,330877,,Queenstown,
1161,Dolby Joseph,1873,1912,38,38,Male,Married,Crew,Victualling,,,,Belfast,
1162,Doling Ada Julia Elizabeth,1877,1962,34,84,Female,Married,Passenger,2nd Class,,231919,,Southampton,New York City
1163,Doling Elsie,1893,1972,18,78,Female,Single,Passenger,2nd Class,,231919,,Southampton,New York City
1164,Donati Italo Francesco,1894,1912,17,17,Male,Single,Crew,A la Carte,,,,Southampton,
1165,Donoghue Florence Thomas,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Belfast,
1166,Donohoe Bridget,1891,1912,21,21,Female,Single,Passenger,3rd Class,,364856,,Queenstown,
1167,Donohoe Hugh Moses,1874,,37,,Male,,Crew,Deck,,,,Belfast,Southampton
1168,Dooley Patrick,1875,1912,37,37,Male,Single,Passenger,3rd Class,,370376,,Queenstown,
1169,Dore Albert James,1889,1953,22,63,Male,Single,Crew,Engine,,,,Southampton,New York City
1170,Dorkings Edward Arthur,1893,1954,18,60,Male,Single,Passenger,3rd Class,,10482,,Southampton,New York City
1171,Dornier Louis Auguste,1891,1912,20,20,Male,,Crew,A la Carte,,,,Southampton,
1172,Doughty Walter Thomas,1890,1912,22,22,Male,Single,Crew,Victualling,,,,Southampton,
1173,Douglas Mahala,1864,1945,48,81,Female,Married,Passenger,1st Class,,17761,C86,Cherbourg,New York City
1174,Douglas Mary HÈlËne,1885,1954,27,69,Female,Married,Passenger,1st Class,,17558,B58/60,Cherbourg,New York City
1175,Douglas Walter Donald,1861,1912,50,50,Male,,Passenger,1st Class,,17761,C86,Cherbourg,
1176,Douglas William,1879,,32,,Male,Married,Crew,Deck,,,,Belfast,Southampton
1177,Douton William Joseph,1856,1912,55,55,Male,Married,Passenger,2nd Class,,28403,,Southampton,
1178,Dowdell Elizabeth,1880,1962,31,82,Female,Single,Passenger,3rd Class,,364516,,Southampton,New York City
1179,Doyle Elizabeth,1884,1912,28,28,Female,Single,Passenger,3rd Class,,368702,,Queenstown,
1180,Doyle Laurence,1885,1912,27,27,Male,Single,Crew,Engine,,,,Southampton,
1181,Draûenovi? Jozef,1879,1912,33,33,Male,Married,Passenger,3rd Class,,349241,,Cherbourg,
1182,Drew James Vivian,1869,1912,42,42,Male,Married,Passenger,2nd Class,,28220,,Southampton,
1183,Drew Maria Louisa Thorne,1878,1970,34,92,Female,Married,Passenger,2nd Class,,28220,,Southampton,New York City
1184,Drew Marshall Brines,1904,1986,8,82,Male,,Passenger,2nd Class,,28220,,Southampton,New York City
1185,Driscoll Bridget,1885,1976,27,91,Female,Single,Passenger,3rd Class,,14311,,Queenstown,New York City
1186,Dropkin Jennie,1887,1951,24,64,Female,Single,Passenger,3rd Class,,392083,,Southampton,New York City
1187,Duff Gordon Cosmo Edmund,1862,1931,49,68,Male,,Passenger,1st Class,,11755,A16,Cherbourg,New York City
1188,"Duff Gordon Lucy Christiana, Lady",1863,1935,48,71,Female,,Passenger,1st Class,,17485,A20,Cherbourg,New York City
1189,Duffy William Luke,1875,1912,36,36,Male,Married,Crew,Engine,,,,Belfast,
1190,Dulles William Crothers,1872,1912,39,39,Male,Single,Passenger,1st Class,,17580,A18,Cherbourg,
1191,Dunford William,1864,1912,48,48,Male,,Crew,Victualling,,,,Southampton,
1192,Dunlop Joseph,1865,,47,,Male,,Crew,Engine,,,,Belfast,Southampton
1193,Duquemin Joseph Pierre,1887,1950,24,62,Male,,Passenger,3rd Class,,752,,Southampton,New York City
1194,Dur·n i MonÈ Asuncion,1885,,27,,Female,Single,Passenger,2nd Class,,2149,,Cherbourg,New York City
1195,Dur·n i MonÈ Florentina,1882,1959,30,77,Female,Single,Passenger,2nd Class,,2148,,Cherbourg,New York City
1196,Dwan Frank,1847,1912,65,65,Male,Married,Passenger,3rd Class,,336439,,Queenstown,
1197,Dyer Henry Ryland,1887,1912,24,24,Male,Single,Crew,Engine,,,,Belfast,
1198,Dyer William Henry,1879,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,
1199,Dyker Adolf Fredrik,1888,1912,23,23,Male,Married,Passenger,3rd Class,,347072,,Southampton,
1200,Dyker Anna Elisabeth Judith,1889,1961,22,71,Female,Married,Passenger,3rd Class,,347072,,Southampton,New York City
1201,Dymond Frank,1876,1947,36,71,Male,Married,Crew,Engine,,,,Southampton,New York City
1202,D?hir ?ann?s,1884,1912,28,28,Male,,Passenger,3rd Class,,2686,,Cherbourg,
1203,D?b? Ily?s,1883,1912,29,29,Male,Married,Passenger,3rd Class,,2674,,Cherbourg,
1204,Eagle Alfred James Jacob,1884,1912,27,27,Male,Single,Crew,Engine,,,,Southampton,
1205,Earnshaw Olive,1888,1958,23,69,Female,,Passenger,1st Class,,11767,C54,Cherbourg,New York City
1206,Eastman Charles,1868,1912,44,44,Male,Married,Crew,Engine,,,,Southampton,
1207,Edbrooke Francis Samuel Jacob,1888,1912,23,23,Male,Single,Crew,Victualling,,,,Southampton,
1208,Ede George Bulkeley,1889,1912,23,23,Male,,Crew,Victualling,,,,Southampton,
1209,Edge Frederick William,1873,1912,39,39,Male,Married,Crew,Victualling,,,,Southampton,
1210,Edvardsson Gustaf Hjalmar,1893,1912,18,18,Male,,Passenger,3rd Class,,349912,,Southampton,
